President,Year,Party,Role,Intelligence Leader,Publication Title,Sentence,Sentiment
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,An unfunded nationwide pension arrangement means many Chinese may have to continue to work into old age.,-0.53755814
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"The single most important factor affecting the demand for energy will be global economic growth, particularly that of China and India.",0.51923174
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"While Russia, China, and India all plan expansions of their nuclear power sector, nuclear power probably will decline globally in absolute terms in the next decade.",-0.28530568
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"limited access of the international oil companies to major fields could restrain this investment, however, and many of the areas the Caspian Sea, Venezuela, West Africa and South China Sea that are being counted on to provide increased output involve substantial political or economic risk.",-0.58487105
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"China and India, which lack adequate domestic energy resources, will have to ensure continued access to outside suppliers; thus, the need for energy will be a major factor in shaping their foreign and defense policies, including expanding naval power.",-0.29945976
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,Experts believe China will need to boost its energy consumption by about percent and India will need to nearly double its consumption by to maintain a steady rate of economic growth.,0.18649295
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"Beijing s growing energy requirements are likely to prompt China to increase its activist role in the world in the Middle East, Africa, Latin America, and Eurasia.",0.22880031
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"In trying to maximize and diversify its energy supplies, China worries about being vulnerable to pressure from the United States which Chinese officials see as having an aggressive energy policy that can be used against Beijing.",-0.41663182
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,For more than ten years Chinese officials have openly asserted that production from Chinese firms The Geopolitics of Gas.,-0.07293148
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"Europe will have access to supplies in Russia and North Africa while China will be able to draw from eastern Russia, Indonesia, and potentially huge deposits in Australia.",0.17405818
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"Chinese firms are being directed to invest in projects in the Caspian region, Russia, the Middle East, and South America in order to secure more reliable access.",0.22309373
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,Chinese leaders will face a dilemma over how much to accommodate pluralistic pressure and relax political controls or risk a popular backlash if they do not.,-0.44049904
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"Beijing also has to weigh in the balance its ambition to be a major global player, which would be enhanced if its rulers moved towards political reform.",0.35069364
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"China may pursue an Asian way of democracy that might involve elections at the local level and a consultative mechanism on the national level, perhaps Eurasian Countries: Going Their Separate Ways?",0.061475758
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,with the Communist Party retaining control over the central government.,-0.18161729
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,Younger Chinese leaders who are already exerting influence as mayors and regional officials have been trained in Western-style universities and have a good understanding of international standards of governance.,0.6852265
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"China is experiencing among the fastest rates of increase of Internet and mobile phone users in the world, according to the International Telecommunications Union, and is the leading market for broadband communication.",0.84053916
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"Experts in a NIC-sponsored conference judged that concerns about greenhouse gases, of which China and India are large producers, will increase steadily through .",-0.079388276
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"Indeed, crafting a policy to limit carbon emissions would be simplified by the fact that three political entities the United States, the European Union, and China account for over half of all CO emitted into the atmosphere.",-0.25209507
George W. Bush,2004,Republican,Director of Central Intelligence (DCI),Porter Goss,Global Trends 2020: Mapping the Global Future,"For example, Christianity, Buddhism, and other religions and practices are spreading in such countries as China as Marxism declines, and the proportion of evangelical converts in traditionally heavily Catholic Latin America is rising.",-0.18671446
